filename,redshift,MWEBV,type,host_photo_z
2021adgv,,0.015,,
2021aele,0.077,0.009,SN Ia,
2021acwa,,0.014,,
2021adoy,,0.01,,
2021adzc,,0.014,,
2021aeex,,0.04,,
2021abia,,0.027,,
2021aewz,,0.019,,
2021aesd,,0.02,,
2021aesc,,0.019,,
2021xre,0.06,0.048,SN IIn,
2021abor,,0.074,,
2021adug,0.0735,0.02,SN Ia,
2021achf,,0.056,,
2021zfw,0.028,0.067,SN Ia,
2021aenj,,0.069,,
2021adbc,,0.014,,
2021abym,0.066,0.018,SN Ia,
2021aagz,0.06174,0.023,SN Ia-SC,
2021aese,,0.016,,
2021adeg,,0.171,,
2021aegy,0.107,0.057,SN Ia,
2021adwh,0.15,0.02,SN Ia,
2020ghq,0.01521,0.009,SN II,
2021aadu,,0.027,,
2021aaar,,0.041,,
2021acwj,,0.016,,
2021adgs,,0.025,,
2021aewe,,0.032,,
2021lrs,,0.084,,0.183965
2021aeuw,0.0296,0.099,SN Ib/c,
2021aexf,,0.028,,
2021adzp,,0.016,,
2021adql,,0.049,,
2021xue,,0.021,,
2021aftr,,0.052,,
2021aezp,,0.033,,
2021wtu,,0.015,,
2021aeja,0.063,0.074,SN Ia,
2021aepp,0.0311,0.102,SN II,
2021aeps,,0.055,,
2021afeb,0.0553,0.018,SN Ia,
2021adtd,0.069,0.014,SN Ia,
2021aatr,0.059,0.02,SN Ia,
2021afif,,0.015,,
2021afie,,0.016,,
2021afkm,0.113,0.02,SN Ia,
2021acgo,0.1,0.074,SN Ia,
2021afto,,0.03,,
2021afqk,,0.051,,
2021admt,,0.055,,
2021aftn,,0.069,,
2021aenk,,0.075,,
2021afui,0.071,0.043,SN Ia,
2021adxd,0.017522,0.017,SN IIP,
2021aedc,,0.069,,
2021afra,0.087,0.059,SN Ia,
2021aftp,,0.082,,
2020jfo,0.00502,0.019,SN II,
2021aftq,,0.047,,
2021zfx,0.069,0.079,SN Ibn,
2021aezn,,0.04,,
2020abjq,0.018433,0.022,SN II,
2021do,0.009346,0.021,SN Ic,
2020sgf,0.02208,0.181,SN Ic,
2021aadc,0.1953,0.03,SLSN-II,
2020lbh,0.015,0.008,SN Ic,
2020icx,,0.033,,0.132684739179614
2020iep,,0.025,,0.123676271146446
2020int,,0.02,,0.0760953022748415
2020iyg,,0.024,,0.142823015178252
2020jdg,,0.013,,0.119972723290838
2020jjp,,0.027,,0.112234785397085
2020jwr,,0.018,,0.189298
2020jwb,,0.071,,
2020jyi,,0.071,,
2020jzp,,0.019,,0.078067
2020kjp,,0.021,,0.608773
2020kql,,0.011,,
2020lbi,,0.045,,0.055839
2020lky,,0.023,,0.203289
2020ltr,,0.021,,0.150982
2020lvr,,0.016,,0.610309
2020lxc,,0.05,,0.137184
2020lyb,,0.044,,0.034999
2020lzk,,0.032,,0.045364
2020lzp,,0.03,,
2020mgm,,0.118,,0.061962
2020mqf,,0.031,,0.539056
2020mth,,0.084,,
2020nbj,,0.025,,0.375344
2020ngu,,0.04,,0.113667
2020njo,,0.04,,0.194286
2020nki,,0.018,,0.078602
2020nlo,,0.033,,0.501123
2020nxl,,0.03,,0.074856
2020qvo,,0.058,,0.071336
2020qwi,,0.016,,0.428486
2020qzo,,0.031,,0.119776
2020rcp,,0.029,,0.194526
2020rfx,,0.027,,
2020roe,,0.027,,0.141263
2020rxp,,0.029,,0.102536
2020qwb,0.0711,0.066,SN Ia,0.057772
2020ssq,,0.053,,
2020ted,,0.045,,0.113101
2020trr,,0.039,,
2020tvb,,0.062,,0.131502
2020tvh,,0.034,,
2020ubu,0.08,0.027,SN Ia,
2020uvs,,0.028,,0.090124
2020tug,0.05,0.025,SN Ia,0.046114
2020van,,0.039,,
2020vdd,,0.029,,
2020vij,,0.039,,0.597486
2020vik,,0.022,,0.191369
2020vmr,,0.056,,
2020vom,,0.024,,
2020voy,,0.016,,
2020vpn,,0.044,,0.099605
2020vpz,,0.101,,
2020vra,,0.034,,0.333965
2020vta,,0.039,,
2020vuc,,0.02,,
2020vvj,,0.073,,0.085534
2020vuy,,0.022,,0.52987
2020vvf,,0.044,,
2020wdl,,0.034,,
2020vvp,,0.054,,0.37314
2020whk,,0.032,,0.15628
2020wif,,0.029,,
2020wkr,,0.07,,
2020wlj,,0.095,,0.214771
2020wmg,,0.014,,
2020umf,,0.046,,0.07569
2020xmv,,0.04,,0.446046
2020xkn,,0.02,,0.154225
2020ybp,,0.029,,
2020shc,,0.038,,0.035183
2020yhi,,0.039,,0.101194
2020yhw,,0.053,,0.052836
2020zcn,,0.055,,0.08642
2020pri,,0.015,,
2020zoj,,0.036,,0.156823
2020zol,,0.085,,0.377056
2020zpz,,0.06,,0.155152
2020zyj,,0.039,,0.162882
2020zzp,,0.044,,0.513955
2020aalu,,0.025,,0.623156
2020aamr,,0.022,,0.236526
2020aamu,,0.031,,0.235163
2020xyo,,0.03,,0.421498
2020aarz,,0.021,,
2020zke,,0.038,,0.106333
2020abhi,,0.029,,0.440014
2020aawu,,0.021,,0.087721
2020aawv,,0.019,,0.097934
2020abjb,,0.058,,
2020absw,,0.009,,
2020abtm,,0.074,,0.085529
2020abvu,,0.043,,
2020abzl,,0.014,,
2020tnu,,0.03,,0.057808
2020accg,,0.035,,
2020acjk,,0.035,,0.158182
2020acki,,0.017,,
2020acmi,0.055,0.009,SN Ia,
2020acgk,,0.037,,0.0168414839155674
2020aauu,,0.016,,0.079189
2020aaws,,0.027,,0.08528
2020acqi,,0.044,,0.288239
2020acqs,,0.023,,0.030884
2020abkf,0.04741,0.019,SN Ia,0.01593
2020acin,,0.026,,
2020abul,,0.021,,0.085041
2020abix,,0.02,,0.045668
2020acxm,,0.028,,0.19074
2020aczc,,0.101,,
2020abkv,,0.014,,0.411378
2020adcd,,0.031,,0.368293
2020addc,,0.052,,
2020addt,,0.071,,
2020addx,,0.034,,
2020adfl,,0.044,,0.079426
2020adfo,,0.019,,0.098253
2019wog,,0.02,,0.478398
2020acra,,0.052,,
2020adsw,,0.041,,
2020adza,,0.013,,0.35196
2020aeav,,0.013,,0.525509
2021sl,,0.039,,
2021sa,,0.048,,0.190409
2019zlc,,0.0338,,0.0800578018814354
2020aefv,,0.031,,
2020aeid,,0.023,,0.234178
2020aevf,,0.09,,
2020aeie,,0.025,,0.303467
2021abj,,0.048,,0.548391
2020aefy,,0.055,,0.066028
2021amm,,0.018,,0.113008
2021aon,,0.049,,0.605034
2021aql,,0.026,,0.381399
2020aehy,,0.066,,
2021bcr,,0.017,,0.168676
2021bei,,0.015,,0.482933
2021bnn,,0.028,,
2021buh,,0.041,,0.072284
2021amq,,0.067,,0.144607
2021iky,,0.015,,
2021dmu,,0.017,,0.141763
2021aehm,,0.042,,
2021cb,,0.024,,0.097054
2021ljt,,0.016,,0.508125
2021eot,,0.019,,0.400224
2020thr,,0.053,,
2021frp,,0.019,,0.14637
2021gqu,,0.014,,0.020547
2021ijg,,0.013,,0.436849
2021ita,0.154,0.022,SN Ia,0.018926
2021abhg,,0.076,,
2017fgc,0.008,0.0294319926947355,SN Ia,0.0111536474146087
2021frr,,0.037,,
2020ymn,,0.07,,0.107531
2020aboh,0.007,0.017,SN,0.185541
2021lsx,,0.013,,0.087627
2021oal,0.09778,0.044,SN Ia,
2021psl,,0.013,,
2021pte,,0.015,,
2021ptd,,0.069,,
2021ptb,,0.009,,
2021ptl,,0.103,,
2021ptk,,0.012,,
2021put,,0.014,,
2021puj,,0.034,,
2021puf,,0.009,,
2021pvh,,0.034,,
2021pvb,,0.024,,
2021pvw,,0.023,,
2021pwt,,0.029,,
2021pwp,,0.031,,
2021pyg,,0.012,,
2021pyn,,0.044,,
2021pzs,,0.041,,
2021qbd,1.1345,0.038,,
2021qfl,,0.019,,
2021qfj,,0.031,,
2021qgi,,0.041,,
2021qgy,,0.021,,
2021qgw,,0.059,,
2021qhg,,0.053,,
2021qjs,,0.079,,
2021qjh,,0.031,,
2021qkr,,0.044,,
2021qmd,,0.033,,
2021qls,,0.04,,
2021qol,,0.085,,
2021qoc,,0.081,,
2021qrm,,0.029,,
2021qsm,,0.068,,
2021qsi,,0.068,,
2021qtt,,0.111,,
2021qxd,,0.084,,
2021rfm,,0.049,,
2021rmi,,0.014,,
2021rnl,,0.068,,
2021rpe,,0.082,,
2021rpa,,0.053,,
2021rqy,,0.066,,
2021rxk,,0.066,,
2021seu,0.06,0.015,Other,
2021sit,,0.138,,
2021snp,,0.061,,
2021srs,,0.044,,
2021rof,,0.077,,
2021rrc,,0.036,,
2021rxa,,0.039,,
2021ugv,,0.067,,
2021und,,0.024,,
2021uqi,,0.068,,
2021ust,,0.042,,
2021uws,,0.06,,
2021uxm,0.1,0.022,SN Ia,
2021van,0.0667,0.02,SN Ia,
2021vbs,,0.059,,
2021vbq,,0.024,,
2021vhk,,0.046,,
2021vqz,,0.081,,
2021vym,0.076079,0.044,SN Ia,
2021wbk,,0.021,,
2021weg,,0.026,,
2021wio,,0.042,,
2020zpi,0.03726,0.029,SN Ia,0.025848
2021wkl,,0.016,,
2021wli,,0.067,,
2021woc,,0.08,,
2021wqr,,0.092,,
2021xct,0.068722,0.069,SN Ia,
2021xgh,,0.028,,
2021xic,,0.076,,
2021xxe,,0.033,,
2021xyf,,0.037,,
2021yga,,0.023,,
2021ygy,,0.031,,
2021ynu,,0.023,,
2021yqa,,0.023,,
2021yuc,,0.062,,
2021ywp,,0.063,,
2021zcc,,0.014,,
2021zcn,,0.008,,
2021zkm,,0.02,,
2021zqb,,0.023,,
2021zqv,,0.086,,
2021zuf,,0.044,,
2021zvx,,0.032,,
2021zvo,,0.021,,
2021aafe,,0.027,,
2021aaio,,0.028,,
2021aaie,,0.016,,
2021aahr,,0.019,,
2021aahj,,0.076,,
2021aaiz,,0.034,,
2021aakk,,0.064,,
2021aaoa,,0.05,,
2021aany,,0.073,,
2021aaof,,0.015,,
2021aaoe,,0.018,,
2021aard,,0.022,,
2020aezn,,0.027,,
2021aarr,,0.022,,
2021aaro,,0.035,,
2021aave,,0.042,,
2021aaum,,0.047,,
2021aavi,,0.042,,
2021aaws,,0.044,,
2021aaxe,,0.021,,
2021bui,,0.051,,0.091929
2021aaev,0.156,0.031,SN II,
2021abje,,0.022,,
2021abmt,,0.038,,
2021abov,,0.029,,
2021jmf,,0.021,,
2021abse,,0.046,,
2021vxb,0.24,0.027,AGN,
2021acfu,,0.057,,
2021achw,,0.018,,
2021acwo,,0.016,,
2021acws,,0.022,,
2021adcl,,0.049,,
2021adod,,0.05,,
2021adwx,,0.054,,
2021adyj,,0.053,,
2021adze,,0.021,,
2021ynd,,0.022,,
2021ader,,0.02,,
2021adfx,,0.065,,
2019rwd,0.017,0.061,SN II,0.301611993705849
2021adpg,,0.024,,
2021zmh,,0.023,,
2021abke,,0.041,,
2021aduj,,0.018,,
2021aeay,,0.049,,
2021aedz,,0.101,,
2021aedy,,0.098,,
2021aedt,,0.037,,
2021aedl,,0.028,,
2021aedj,,0.074,,
2021aefg,,0.017,,
2021aefw,,0.016,,
2021aehk,,0.012,,
2021aeiz,,0.036,,
2021aeiv,,0.031,,
2021aeki,,0.026,,
2021aepc,,0.033,,
2021aepx,,0.026,,
2021aerz,,0.046,,
2021aert,,0.023,,
2021aesx,,0.017,,
2021aeti,,0.016,,
2021aetu,,0.023,,
2021adbv,,0.018,,
2021aexn,,0.034,,
2021aflo,,0.039,,
2021aflh,,0.034,,
2021aflc,,0.051,,
2021afqo,,0.037,,
2021afqh,,0.076,,
2021afri,,0.023,,
2021afrg,,0.025,,
2021afty,,0.017,,
2021afxz,,0.026,,
2021afxu,,0.023,,
2021agbd,,0.062,,
2021afij,,0.054,,
